companyname,companyid,transcriptid,call_date,headline,turn_index,transcriptcomponentid,transcriptcomponenttypeid,component_type,speaker_name,speaker_type,turn_text
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",33,117466886,3,Question,Scott Stember,Analysts,"Jason, maybe we talk about the aftermarket. Obviously, the business on a net basis is doing what it's supposed to do, right, in these tough times. But how do you view this business for next year, specifically on the RV side, assuming that the -- I guess, the attachment side of the business starts to flatten out and then maybe on the break/fix side of the business as all these RVs that have come into the market since the pandemic wear and tear? Just trying to get a sense of what we could look for in the next year or 2 there."
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",34,117466887,4,Answer,Jason Lippert,Executives,"Yes. On the automotive and truck accessory side, just real quick, we anticipate we'll continue to grow nicely like it did this past year. We've had a lot of good tailwinds there. But with respect to the RV, I'm glad you asked the question because it's a good one. \"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",35,117466888,3,Question,Scott Stember,Analysts,"Yes. Last question also on the aftermarket. When you guys were aggressively advancing this back in, I guess, 3 or 4 or 5 years ago, the narrative was that this business could be 2x on the margin versus the OEM business. Is that still the case? And would that suggest that the margins in aftermarket could go into the high teens, pushing 20%?"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",36,117466889,4,Answer,Jason Lippert,Executives,"It depends on the mix. I mean, if you look at our -- we've said in the past quarters that our automotive aftermarket margins are less, and it's about 60% or 54% of our total aftermarket revenues. So as long as we keep that mix, I mean, likely, that's not going to happen, but we're still going to have nice margins and great opportunity. \"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",37,117466891,3,Question,Tristan Thomas-Martin,Analysts,"so I was trying to quantify a potential tariff impact. I think last year you called out about 30% raw materials and components is imported. And then Jason, I think you said [indiscernible] was a significant amount from China. So does that mean north of like 15-ish-plus percent of raw materials and components imported from China? Or am I not thinking about that the right way?"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",38,117466892,4,Answer,Jason Lippert,Executives,"I don't have the number off the top of my head. But like I said earlier, it's significantly less than what it was in 2020. And I think a way to look at the tariff -- if you're kind of looking high level at this, the way to look at the tariff potential is, a, we're likely to have some time to react. \"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",39,117466893,3,Question,Tristan Thomas-Martin,Analysts,"Okay. So do you think -- are you going to proactively try to take some of those steps? or I just [indiscernible] tariffs, I don't get it..."
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",40,117466894,4,Answer,Jason Lippert,Executives,"Yes, we've already been doing that. We've been -- once we started the offshoring China program a few years ago, we've been actively continuing to do that and have some company goals around that to move product out of China. So that's one way to look at it, I think, is that we're in practice of doing that today. \"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",41,117466895,3,Question,Tristan Thomas-Martin,Analysts,"Yes. No, more color would definitely be helpful considering how quickly I feel like things can change post the election. And then just really quick, with something like TCS, is that a '25 -- model year '25 benefit? Or is that really like a '26 and beyond story?"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",42,117466896,4,Answer,Jason Lippert,Executives,"I think it's '25 and beyond. I mean we've launched it this year, obviously, and we've got some really good brands on it. And that's really how you promote innovation and you really get a good return and quick return on innovation is getting the right brands on it quick. So we've got brands like Brinkley and Alliance, Grand Design. We've got the other majors looking at it, but we've got some really top-notch brands that are already using it today. \"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",43,117466898,3,Question,Brandon Roll̩,Analysts,"First, just following up on Tristan's question. Globally, is 30% of your raw materials and components imported still the right way to think about the business heading into 2025? Or has that mix increased or decreased, just looking globally, not just China?"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",44,117466899,4,Answer,Jason Lippert,Executives,"I don't know the right number, and we'll get back to you on that, Brandon, and Tristan, for that matter. But I would say that number is decreasing because of our initiatives to bring more either to North America or offshore Asia."
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",45,117466900,3,Question,Brandon Roll̩,Analysts,"Okay. And I think one of the mitigation efforts you had mentioned was potentially passing through those costs to the consumer. Do you feel like -- obviously, we're in a different environment now with a more price-conscious consumer and elevated interest rates. Do you feel like that mitigation effort might be a little challenged just given pricing is so important right now in the market?"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",46,117466901,4,Answer,Jason Lippert,Executives,"Well, let me be clear. I mean that's -- our last priority is to pass it along. Our first priority is to find a way to mitigate it through finding new suppliers, whether they're in different countries or whether we're bringing the product back here and finding suppliers domestically or building the components domestically. But again, we always work with the OEMs, and it's a last resort to pass it along to the consumer, and it's usually a small portion of what the overall picture is going to look like once we find out what that picture actually is."
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",47,117466902,3,Question,Brandon Roll̩,Analysts,"Okay. And just finally, I think in the press release, you had mentioned strong market share gains within the chassis market. Can you talk about maybe the market share gains you're seeing within chassis? It seemed like a couple of OEMs in the market had maybe gone to another supplier for certain products and even one had mentioned that maybe traditional suppliers needed to earn their business moving forward. So any color there on what strong means and maybe where your market share is today versus where it was at the end of last quarter, if possible?"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",48,117466903,4,Answer,Jason Lippert,Executives,"Yes. I think -- I'll give you a couple of different examples. But more of the fifth-wheel manufacturers, and we're literally supplying 98% of the fifth-wheels today. So more of the fifth-wheel manufacturers are looking for more durable chassis foundations because of the fact that people are just using them more. \"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",49,117466904,3,Question,Brandon Roll̩,Analysts,Great. I was just focusing on the puts and takes if you had any examples of maybe some takes to offset some of the puts.
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",50,117466905,4,Answer,Jason Lippert,Executives,"Yes. I'd say most of the market share came from us having brands that were -- having the brands that we're winning. And I've talked about that on prior calls where there's a lot of brands out there. You can gain an account, but if you're not building many units, then it's better to have the brands that are gaining market share and adding volume to the production every year. So I think I'd look at it more that way than maybe the way you're looking at it. Is that helpful?"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",51,117466906,3,Question,Brandon Roll̩,Analysts,"Okay. No, that is because -- and just lastly, you had said you have like a 98% market share within Fifth Wheels. I guess how much more market share is there to gain in that category then if that's where you're gaining the most share at this time?"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",52,117466907,4,Answer,Jason Lippert,Executives,"You've just answered your own question, Brandon. I think that the way to look at the market share there is that, like I just said, there's going to be -- Grand Design is a good example. They've just added some significant volume in terms of steel to their units to beef them up so that people say, I want to spend more time in my units, spend 6 months. It's got to last longer and the foundation has got to be solid. So we're putting a significant amount of content into fifth wheels right now for that specific reason. That goes all the way down to some of the mid-profile fifth wheels that are out there as well. \"
LCI Industries,267368,3351858,2024-11-07,"LCI Industries, Q3 2024 Earnings Call, Nov 07, 2024",53,117466909,4,Answer,Jason Lippert,Executives,All right. We appreciate everybody for tuning in today. We look forward to giving you more color on the next quarterly call in a couple of months. Thanks.
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",1,116042422,3,Question,Joshua Spector,Analysts,"I had a couple of questions on the industrial side of your business. So I think at the start of the presentation, you guys were talking about potentially some improving trends there. So first, I wanted to ask, is that just the expectation that things could improve? Or are you actually already seeing some improvement in demand? And then related with that, if you could talk about the contracting side of industrial and if there's more or less contracts maybe open up for negotiation and how that plays into the demand picture favorably or maybe not favorably as we think about spread and contract pricing over the next year?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",2,116042423,4,Answer,Mark Behrman,Executives,Sure. I'm going to let Damien take that one.
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",3,116042424,4,Answer,Damien Renwick,Executives,"Yes. Thanks, Mark. So I think we're probably talking about it more in the context of could improve. At the moment, we're seeing industrial demand pretty stable. It's been quite robust over the last couple of years. But I think there's certainly some signs there with interest rates and general economic activity that we can see some improvement, particularly if you see more infrastructure build-out, housing development, et cetera, et cetera. So we're on a wait-and-see approach with that, but we're pretty confident about that. \"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",4,116042425,3,Question,Joshua Spector,Analysts,Okay. I'll maybe ask then a follow-up there. Just I think you talked about getting more interest in contracts for lower carbon material when you have the agreement with Freeport. I guess is there a way to frame this in the framework of that you have about 450kt of CO2 you're sequestering. How much is left of that potential lower carbon material to contract out based on the Lopes agreement and the Eldorado changes alone?
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",5,116042426,4,Answer,Damien Renwick,Executives,"Probably about 2/3, maybe a bit more than that."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",6,116042427,4,Answer,Mark Behrman,Executives,"Yes. I mean if you take it back, we'll probably have about 375,000 tons of low-carbon ammonia. And so if we've contracted 150,000 of AN solution, that's roughly 70,000 tons or so of that ammonia. So we still have about call it, 300,000 tons of low-carbon ammonia that we can sell as ammonia or upgraded product."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",7,116042429,3,Question,Andrew Wong,Analysts,"So just with some of the operational improvements that we've seen in upgrades completed this year, could you provide maybe a bit of an early outlook into 2025 in terms of volumes, just given that there are also some debottlenecks next year? And do you -- or just maybe generally, do you expect production to be higher, lower or maybe about the same?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",8,116042430,4,Answer,Mark Behrman,Executives,"Andrew, so what I would say is we've got 2 turnarounds next year. We've got another turnaround at Cherokee in the late summer. And then we've got our annual or 3-year turnaround at El Dorado. So if you [indiscernible] it for those being in production and not turnaround, we clearly would have better production year-over-year just by the very fact that we think we have improving operating rates, but we've also debottlenecked the prior urea plant, and so we'll have higher UAN volumes year-over-year. I think we're a little early still on giving an outlook on volume for next year. But as we always do next quarter, Cheryl will do that and go through that on what our volume expectations are for 2025."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",9,116042431,3,Question,Andrew Wong,Analysts,"Okay. That's helpful. And then maybe a little bit more, I guess, philosophically, we've seen some transactions this year in the nitrogen space, and that would imply a higher valuation for your business. So maybe just 2 questions around that is, first, how much do the NOLs factor into any potential transactions? And secondly, I guess, like does it make sense for LSB to stay a public company?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",10,116042432,4,Answer,Mark Behrman,Executives,"Well, great questions. So our NOL is about $250 million or so. So if you tax effect that for a tax rate of 25%, 20%, I mean, somewhere in that range. So we're talking about $50 million to $70 million of actual cash. So it's still meaningful. But as we continue to move forward, I would expect that, that would get reduced every year as we continue to make money and improve the business to make more money. \"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",11,116042434,3,Question,Laurence Alexander,Analysts,"Could you touch on a little bit over the next, say, 4, 5 years, how you think about your bandwidth for working on the Houston Ship Channel, scaling up El Dorado, ramping it up and maintaining productivity? Or what you see as kind of -- or is there a give and take where productivity efforts might need to slow down a little bit just to make sure everything else ramps seamlessly?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",12,116042435,4,Answer,Mark Behrman,Executives,"That's a great question, and it's actually one that we discuss pretty often internally about resources. So you have internal resources, right, so employees. And so whether they're existing or new employees that we could hire, but you also have the opportunity to contract out technical talent. \"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",13,116042436,3,Question,Laurence Alexander,Analysts,"And then longer term with the Houston Ship Channel, if the end market demand sort of strengthens towards the end of the decade, even before your project comes on stream, would you consider an option of just locking in a return if someone else wanted to have access to the low-carbon molecules, but then they wanted to take the commodity spread risk?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",14,116042437,4,Answer,Mark Behrman,Executives,"Yes. So it's actually what we're contemplating day 1. So I hope I've been pretty clear about this, that we will not move into FEED unless we've got a majority of the production locked up in. I don't want to say take-or-pay signed agreements. It might be detailed term sheets with some binding nature to it, but we're not in the business of taking risk and building a plant and hope that people will come. \"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",15,116042439,3,Question,Robert McGuire,Analysts,"So Mark, how -- or Damien, how far out are buyers purchasing nitrogen in today's market just relative to what you've been seeing so far this year?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",16,116042440,4,Answer,Damien Renwick,Executives,"We're seeing a fairly cautious approach sort of close to hand to mouth, but some recent pricing -- price strengthening, particularly in urea has seen some buyers in the market start to think about taking a longer position into sort of Q1 next year. So -- but really, the majority is basically hand-to-mouth."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",17,116042441,3,Question,Robert McGuire,Analysts,"Great. And then Cheryl or Mark, can you discuss what drove CapEx this quarter and if that's going to continue?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",18,116042442,4,Answer,Cheryl Maguire,Executives,"Yes. We had the big turnaround at Pryor in the third quarter, Rob. So that was definitely a bigger investment from a capital perspective. We did a lot of good work at the Pryor facility. We do have the Cherokee ammonia turnaround in the fourth quarter. So we'll see some elevated capital there as well."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",19,116042443,3,Question,Robert McGuire,Analysts,"Was there any -- Cheryl, was there anything kind of surprising there in terms of the CapEx or the turnarounds? Or it just was a little higher than anticipated?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",20,116042444,4,Answer,Cheryl Maguire,Executives,"Yes. I mean, not really, Rob. I mean we did have a few fines that we addressed during the turnaround. That's pretty normal. So we did have a bit of a higher CapEx number, but nothing -- a couple of million, nothing out of the ordinary."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",21,116042445,3,Question,Robert McGuire,Analysts,"And then on the Houston Ship Channel, you're discussing the bid to take place mid-2026 and production at the beginning of -- sorry, 2030. But that looked like your timetable was a little further out, particularly on the production. I'm just curious what's behind that shift?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",22,116042446,4,Answer,Mark Behrman,Executives,"Rob, I just think it's fluid. And I think that could it get pulled in some? Sure. I think we're trying to be cautious and conservative when we're thinking about timing. A lot to happen between now and, let's say, FID and whether we -- with the expectation of long lead time items and supply chain issues and other things, I think it's nothing more than some level of conservatism."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",23,116042447,3,Question,Robert McGuire,Analysts,"I appreciate that, Mark. And then lastly, the capacity utilization, reliability improvements that you made at Pryor. Can you just discuss what you're seeing out of Pryor's performance given those improvements and what you expect to see maybe over the coming 3 or 4 quarters if we'll see any stair-step improvements in utilization?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",24,116042448,4,Answer,Mark Behrman,Executives,"Yes. So we're really excited about the work that they did during the turnaround. So first, from just a pure reliability standpoint, as is the case with most turnarounds, right, you've got degradation of catalyst and other things that are going on in your plants. So we kind of, I'll say, limped a little bit into our turnaround. \"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",25,116042450,3,Question,David Begleiter,Analysts,"Mark and Cheryl, should turnaround expenses be up or down next year, given the turnarounds you highlighted already?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",26,116042451,4,Answer,Cheryl Maguire,Executives,So it's a bit early. We're going through that right now and really working through the cost of the turnarounds next year. I think I would expect at this point to be something in the same ballpark as this year.
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",27,116042452,3,Question,David Begleiter,Analysts,"Very good. And Mark, on the Houston project, are you thinking about in terms of the financing side, derisking that capital commitment for yourselves via either project financing or partners? Or are you satisfied with your ability to finance that project on your own?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",28,116042453,4,Answer,Mark Behrman,Executives,"Yes. So the way we're thinking about the project is -- and again, we have a partner in INPEX. So let's just assume for simplicity purposes, we each own 50%. It won't be quite that. But if the project is -- and I think I've used an $800 million number before for the ammonia loop. If it's $800 million, the expectation would be the project finance 60% of it, so $480 million. That leaves us $320 million required of equity or cash. And so, we'll each put in $160 million or so, and that's how we expect to finance it. \"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",29,116042454,3,Question,David Begleiter,Analysts,"Excellent. And lastly, Mark, just, what are your updated thoughts on the price premium the market will pay, if any, for low-carbon ammonia over the next 5 to 10 years, perhaps?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",30,116042455,4,Answer,Mark Behrman,Executives,"That's an interesting question. Damien and I go back and forth on this. There's some -- probably when you're selling to Europe, there's an expectation that it's going to be some index. So let's just use the Tampa ammonia index, Gulf ammonia index, something like that, plus the cost of CBAM, whatever that is because it's an increasing amount starting in 2026, right? So they're on a journey from 2026 to 2034. \"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",31,116042457,3,Question,Charles Neivert,Analysts,A bunch of ones. Is there any gas hedges that are on right now that are going to affect gas pricing for you guys for the next couple of quarters? Or are we basically beyond all of that now? We're just looking at market?
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",32,116042458,4,Answer,Cheryl Maguire,Executives,"Yes. So Charlie, we generally buy first of month. So we're one month ahead. So we'll lock November gas here in the next couple of days. So other than that, that's the majority of it."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",33,116042459,3,Question,Charles Neivert,Analysts,"Okay. And then in terms of the deal from Lapis ultimately, let's just say for the sake of argument, everything gets started on January 1, 2026. How much do you guys get from them? I know it's more or less a -- I won't call it a set amount, but it's not based on what they're going to be getting for the carbon dioxide, but how much should we expect added to the numbers beginning in '26 annually?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",34,116042460,4,Answer,Mark Behrman,Executives,"Yes. So it's between $30 and $35 a ton that they'll pay us for each ton of CO2 that they take from us in sequester. So assuming that it's 400,000 tons, it's roughly $14 million."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",35,116042461,3,Question,Charles Neivert,Analysts,"And that -- again, it's all based on running. Okay. Can you give me the timing -- you have 2 turns for next year. Are they both going to be third quarter? Or is one going to be third and then the other sort of third and fourth? Where should I put the hit?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",36,116042462,4,Answer,Mark Behrman,Executives,"I think it's both in the third quarter. You may have -- so the El Dorado turnaround will absolutely be in the third quarter, and you may have the Cherokee turnaround or the non-ammonia turnaround that they're doing that's end of third quarter, beginning of fourth quarter."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",37,116042463,3,Question,Charles Neivert,Analysts,And then last question. The season was really good for the grain guys. The weather has been really terrific. They've harvested. They've done all these things. Yields are good. Have you seen anything around ammonia application this year being slower because the good weather is actually bad for ammonia application in the fall? Has there been any like low numbers that you've seen or people hesitant to buy? I mean the ground temperatures just aren't cold enough yet to hold it. So I assume application is really behind whatever schedule it would typically take.
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",38,116042464,4,Answer,Damien Renwick,Executives,"Yes. Charlie, you're spot on. Yes, it's been terrific weather for harvest and yields are terrific, and we should see record yields this year for the U.S. corn -- crop. But yes, we do need to see some rain, and we do need to see those soil temperatures come down probably 10, 15 degrees for ammonia to be able to start being applied. So it is running a little, what I would call behind schedule. Buyers are fairly well bought, but we think if there's any incremental needs there'll be some additional purchases. But we're just -- yes, everyone is just waiting and seeing. There's not a lot of activity at the moment."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",39,116042465,3,Question,Charles Neivert,Analysts,"And to what degree do you guys have touch to that particular market? I mean, is that something that's significant for third quarter, fourth quarter sales or sales you've already made in for fall on ammonia?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",40,116042466,4,Answer,Damien Renwick,Executives,"I wouldn't say it's hugely material. We've got a surplus ammonia that comes out of Pryor that we participate in the market with. So -- but most of our sales are already locked in, and we're in a pretty comfortable position."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",41,116042467,4,Answer,Cheryl Maguire,Executives,"Charlie, I'd also add, we've got less exposure to ammonia coming out of Pryor with the recent expansion of the urea plant at Pryor. So moving more UAN and less ammonia going forward."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",42,116042468,3,Question,Charles Neivert,Analysts,"Got it. Over time, is that something you guys are really looking at as moving less ammonia? I mean the way you talked about with the -- below carbon, you want to take it upstream a little more or downstream a little bit more in order to get away from the most competitive market. Is that sort of now a strategic priority is to the degree you can get away from ammonia itself?"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",43,116042469,4,Answer,Damien Renwick,Executives,"Yes, I think so, Charlie. I mean we would much be preferring to sell UAN or our upgraded products rather than the base product."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",44,116042470,4,Answer,Mark Behrman,Executives,"I think the other thing, when you think about Pryor and its location, we can't forget -- we certainly don't forget that there used to be the Magellan pipeline, and there's no pipeline anymore. So that the distribution patterns of how ammonia is distributed from our competitors in that area has changed and put some pressure on the marketplace. So as much as we can upgrade out of Pryor is what our expectation would be."
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",45,116042472,3,Question,Peter Gastreich,Analysts,"Congratulations on your progress so far this year. And thanks for taking my question. For low-carbon ammonia, I understand your strategy is going to target where you see the demand, and that's in the industrial applications. But for that part that will remain in fertilizer, how far do you think we are from seeing the market assign some kind of value to the prospects for low-carbon ammonia in fertilizer applications?\"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",46,116042473,4,Answer,Mark Behrman,Executives,"Yes. So what I would say is a farmer using low-carbon fertilizer as just a fertilizer with no benefit, we're light years away from that, right? There's no -- not many farmers that are going to be willing to do that, at least that's the feedback that we've gotten. \"
"LSB Industries, Inc.",284668,3293978,2024-10-30,"LSB Industries, Inc., Q3 2024 Earnings Call, Oct 30, 2024",47,116042475,4,Answer,Mark Behrman,Executives,"Well, thank you, everyone. And as always, thanks for the interest in LSB Industries. I hope you can see that we're making progress. And if you have any further questions, please feel free to give us a call or e-mail us. Thanks."
Labcorp Holdings Inc.,30643,3288088,2024-10-24,"Labcorp Holdings Inc., Q3 2024 Earnings Call, Oct 24, 2024",1,115823647,3,Question,Ann Hynes,Analysts,"Good morning. Just heading into 2025, is there any specific headwinds and tailwinds that you would like to call out? And then secondly, I'm sure you're seeing some of the late-stage probably traded peers have not done really well this quarter. Revenue growth is declining or I should say, accelerating, but it seems like the opposite is happening to your central lab. \"
Labcorp Holdings Inc.,30643,3288088,2024-10-24,"Labcorp Holdings Inc., Q3 2024 Earnings Call, Oct 24, 2024",2,115823648,4,Answer,Adam Schechter,Executives,"Sure. I'll start with 2025. And so first of all, I feel great about the momentum that we have in both our Diagnostics and Central Laboratory business, and we expect early development is going to go in the fourth quarter and will grow as we go into 2025. \"
Labcorp Holdings Inc.,30643,3288088,2024-10-24,"Labcorp Holdings Inc., Q3 2024 Earnings Call, Oct 24, 2024",3,115823650,3,Question,Lisa Gill,Analysts,"Just wanted to follow-up on Invitae and the margin progression. So you talked about the impact in the quarter. As I think about going into '25, like how should I think about, one, that margin progression? And then secondly, is there anything to call out when you think about the mix in the Diagnostics business? And we look at the price per rec coming in much better than what we had anticipated in our model."
Labcorp Holdings Inc.,30643,3288088,2024-10-24,"Labcorp Holdings Inc., Q3 2024 Earnings Call, Oct 24, 2024",4,115823651,4,Answer,Adam Schechter,Executives,Yes. So let me start first with Invitae. So we continue to be really excited about their science genetic testing solutions and technology that they have. And it really aligns with us strategically. \
Labcorp Holdings Inc.,30643,3288088,2024-10-24,"Labcorp Holdings Inc., Q3 2024 Earnings Call, Oct 24, 2024",5,115823652,4,Answer,Glenn Eisenberg,Executives,"First, just also just wrapping up on the Invitae as well as Adam commented that yes, we would expect margin improvement sequentially going forward. So each quarter that we have as we integrate the business, it will improve will still show negative comps on margin year-on-year through the first half of next year just until it annualizes. \"
Labcorp Holdings Inc.,30643,3288088,2024-10-24,"Labcorp Holdings Inc., Q3 2024 Earnings Call, Oct 24, 2024",6,115823654,3,Question,Michael Cherny,Analysts,"Maybe to comment the margin question a different way. I know it's hard because moving pieces, especially stuff I would say out of your control, obviously, Invitae. But as you think about the savings that you've been able to generate on the cost side, as you think about where you've landed, I think you heard 120 basis points of underlying margin expansion in your view, ex Invitae, ex weather, et cetera. \"
